Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Morcles;1892;2;Lavey-Morcles;5406;VD;2568967.226;1117584.3790000007;fr
Leysin;1854;0;Leysin;5407;VD;2567194.034000002;1132339.3049999997;fr
Noville;1845;0;Noville;5408;VD;2558451.9250000007;1136760.1330000013;fr
Ollon VD;1867;0;Ollon;5409;VD;2565778.449000001;1127399.8630000018;fr
St-Triphon;1867;2;Ollon;5409;VD;2564539.5100000016;1126912.9189999998;fr
Panex;1867;3;Ollon;5409;VD;2567308.914999999;1128957.9200000018;fr
Villars-sur-Ollon;1884;0;Ollon;5409;VD;2570547.0210000016;1127427.1400000006;fr
Arveyes;1884;2;Ollon;5409;VD;2571014.1889999993;1126448.625;fr
Huémoz;1884;3;Ollon;5409;VD;2568283.476;1126742.6009999998;fr
Chesières;1885;0;Ollon;5409;VD;2569556.274;1127837.7399999984;fr
Les Mosses;1862;0;Ormont-Dessous;5410;VD;2574097.0689999983;1138578.370000001;fr
La Comballaz;1862;2;Ormont-Dessous;5410;VD;2572201;1136265.188000001;fr
Le Sépey;1863;0;Ormont-Dessous;5410;VD;2570220.4279999994;1134561.0309999995;fr
La Forclaz VD;1866;0;Ormont-Dessous;5410;VD;2571491.7809999995;1133418.732999999;fr
Vers-l'Eglise;1864;0;Ormont-Dessus;5411;VD;2576371.0309999995;1133632.8440000005;fr
Les Diablerets;1865;0;Ormont-Dessus;5411;VD;2578332.039999999;1133191.0390000008;fr
Rennaz;1847;0;Rennaz;5412;VD;2559989.618999999;1136192.1849999987;fr
Roche VD;1852;0;Roche (VD);5413;VD;2560887.368999999;1134603.8409999982;fr
Villeneuve VD;1844;0;Villeneuve (VD);5414;VD;2560508.4880000018;1138451.3480000012;fr
Yvorne;1853;0;Yvorne;5415;VD;2563208.4409999996;1131168.4310000017;fr
Aubonne;1170;0;Aubonne;5422;VD;2519662.903000001;1150026.697999999;fr
Montherod;1174;0;Aubonne;5422;VD;2517642.2710000016;1150283.050999999;fr
Pizy;1174;2;Aubonne;5422;VD;2516250.625;1149763.125;fr
Ballens;1144;0;Ballens;5423;VD;2518363.5549999997;1156489.1849999987;fr
Berolle;1149;0;Berolle;5424;VD;2515496.028000001;1156921.75;fr
Bière;1145;0;Bière;5425;VD;2515220.243999999;1154695.3110000007;fr
Bougy-Villars;1172;0;Bougy-Villars;5426;VD;2516712.098000001;1148090.447999999;fr
Féchy;1173;0;Féchy;5427;VD;2517931.5549999997;1148321.4180000015;fr
Gimel;1188;0;Gimel;5428;VD;2513356.210999999;1151384.0859999992;fr
Longirod;1261;35;Longirod;5429;VD;2509395.541000001;1149959.5229999982;fr
Marchissy;1261;32;Marchissy;5430;VD;2508529.285;1149129.796;fr
Mollens VD;1146;0;Mollens (VD);5431;VD;2517562.4809999987;1159081.4659999982;fr
St-George;1188;2;Saint-George;5434;VD;2509743.5700000003;1152167.9109999985;fr
St-Livres;1176;0;Saint-Livres;5435;VD;2519259.3500000015;1151215.1950000003;fr
St-Oyens;1187;0;Saint-Oyens;5436;VD;2513291.960999999;1150348.9059999995;fr
Saubraz;1189;0;Saubraz;5437;VD;2514946.5610000007;1152042.2699999996;fr
Avenches;1580;0;Avenches;5451;VD;2569659.9739999995;1192202.7109999992;fr
Oleyres;1580;2;Avenches;5451;VD;2569453.063000001;1189200.0899999999;fr
Donatyre;1580;3;Avenches;5451;VD;2570982.7699999996;1191796.5689999983;fr
Cudrefin;1588;0;Cudrefin;5456;VD;2568105.5009999983;1200552.4629999995;fr
Faoug;1595;0;Faoug;5458;VD;2572479.164000001;1195358.0980000012;fr
Villars-le-Grand;1584;0;Vully-les-Lacs;5464;VD;2565818.3040000014;1195030.8040000014;fr
Salavaux;1585;0;Vully-les-Lacs;5464;VD;2568334.4409999996;1196284.2129999995;fr
Bellerive VD;1585;2;Vully-les-Lacs;5464;VD;2568365.7300000004;1197141.2589999996;fr
Cotterd;1585;3;Vully-les-Lacs;5464;VD;2568552.6510000005;1196805.7140000015;fr
Vallamand;1586;0;Vully-les-Lacs;5464;VD;2569542.1829999983;1197930.1590000018;fr
Montmagny;1587;0;Vully-les-Lacs;5464;VD;2567308.5210000016;1197387.125;fr
Constantine;1587;1;Vully-les-Lacs;5464;VD;2567510.155000001;1196500.7280000001;fr
Chabrey;1589;0;Vully-les-Lacs;5464;VD;2565178.973000001;1197427.482999999;fr
Mur (Vully) VD;1787;2;Vully-les-Lacs;5464;VD;2571170.791000001;1199389.7540000007;fr
Bettens;1042;4;Bettens;5471;VD;2534036.795000002;1164195.5749999993;fr
Bournens;1035;0;Bournens;5472;VD;2532970.210999999;1161769.318;fr
Boussens;1034;0;Boussens;5473;VD;2534426.3489999995;1161745.9400000013;fr
La Chaux (Cossonay);1308;0;La Chaux (Cossonay);5474;VD;2526027.833999999;1163428.943;fr
Chavannes-le-Veyron;1148;7;Chavannes-le-Veyron;5475;VD;2524359.765999999;1162105.1640000008;fr
Chevilly;1316;0;Chevilly;5476;VD;2526372.4510000013;1166130.8759999983;fr
Cossonay-Ville;1304;0;Cossonay;5477;VD;2528821.4340000004;1162973.8260000013;fr
Allens;1304;3;Cossonay;5477;VD;2528831.5;1161406.1750000007;fr
Cuarnens;1148;4;Cuarnens;5479;VD;2523393.0599999987;1164270.859000001;fr
Daillens;1306;0;Daillens;5480;VD;2531843.0130000003;1163637.1209999993;fr
Dizy;1304;2;Dizy;5481;VD;2527842.3740000017;1165361.9699999988;fr
Eclépens;1312;0;Eclépens;5482;VD;2530116.7349999994;1167211.789999999;fr
Ferreyres;1313;0;Ferreyres;5483;VD;2527045.3379999995;1167904.8940000013;fr
Gollion;1124;0;Gollion;5484;VD;2528703.6229999997;1159753.881000001;fr
Grancy;1117;0;Grancy;5485;VD;2525322.353;1160515.579;fr
L'Isle;1148;0;L'Isle;5486;VD;2521454.267999999;1163474.7300000004;fr
Villars-Bozon;1148;3;L'Isle;5486;VD;2520983.609000001;1162220.3060000017;fr
La Coudre;1148;9;L'Isle;5486;VD;2520691.131000001;1165837.9739999995;fr
Lussery-Villars;1307;0;Lussery-Villars;5487;VD;2530114.164999999;1165035.8489999995;fr
Mauraz;1148;2;Mauraz;5488;VD;2522150.728;1162059.1999999993;fr
Mex VD;1031;0;Mex (VD);5489;VD;2532057.4560000002;1158854.234000001;fr
Moiry VD;1148;8;Moiry;5490;VD;2524596.1050000004;1166840.890999999;fr
Mont-la-Ville;1148;5;Mont-la-Ville;5491;VD;2521165.899;1166592.1429999992;fr
Montricher;1147;0;Montricher;5492;VD;2518651.447999999;1161650.5980000012;fr
Orny;1317;0;Orny;5493;VD;2530129.015999999;1168972.6130000018;fr
Penthalaz;1305;0;Penthalaz;5495;VD;2530343.8709999993;1162961.2250000015;fr
Penthaz;1303;0;Penthaz;5496;VD;2531056.1939999983;1161403.0410000011;fr
Pompaples;1318;0;Pompaples;5497;VD;2529027.284000002;1168759.5549999997;fr
La Sarraz;1315;0;La Sarraz;5498;VD;2529266.6999999993;1168007.2199999988;fr
Senarclens;1304;4;Senarclens;5499;VD;2527237.409000002;1161501.8599999994;fr
Sullens;1036;0;Sullens;5501;VD;2533209.9910000004;1160709.063000001;fr
Vufflens-la-Ville;1302;0;Vufflens-la-Ville;5503;VD;2531028.965999998;1158806.6039999984;fr
Assens;1042;0;Assens;5511;VD;2537490.620000001;1162693.136;fr
Bioley-Orjulaz;1042;3;Assens;5511;VD;2535567.6939999983;1163746.0659999996;fr
Bercher;1038;0;Bercher;5512;VD;2544152.039999999;1171476.0709999986;fr
Bottens;1041;33;Bottens;5514;VD;2540322.6799999997;1163555.8610000014;fr
Bretigny-sur-Morrens;1053;2;Bretigny-sur-Morrens;5515;VD;2538997.090999998;1161035.5940000005;fr
Cugy VD;1053;0;Cugy (VD);5516;VD;2538877.484000001;1159530.960000001;fr
Echallens;1040;0;Echallens;5518;VD;2538398.6510000005;1165819.9640000015;fr
Essertines-sur-Yverdon;1417;0;Essertines-sur-Yverdon;5520;VD;2538786.1039999984;1174441.1950000003;fr
Epautheyres;1417;2;Essertines-sur-Yverdon;5520;VD;2539208.8889999986;1176788.8729999997;fr
Etagnières;1037;0;Etagnières;5521;VD;2536657.0560000017;1161316.1959999986;fr
Fey;1044;0;Fey;5522;VD;2542048.344999999;1169709.8530000001;fr
Froideville;1055;0;Froideville;5523;VD;2541929.909000002;1161449.6350000016;fr
Morrens VD;1054;0;Morrens (VD);5527;VD;2537772.3660000004;1160314.1950000003;fr
Oulens-sous-Echallens;1377;0;Oulens-sous-Echallens;5529;VD;2534133.8680000007;1166177.125;fr
Pailly;1416;0;Pailly;5530;VD;2541401.7380000018;1172298.2479999997;fr
Penthéréaz;1375;0;Penthéréaz;5531;VD;2536109.568;1170426.8559999987;fr
Poliez-Pittet;1041;32;Poliez-Pittet;5533;VD;2542092.7490000017;1164314.4910000004;fr
Rueyres;1046;0;Rueyres;5534;VD;2542881.7060000002;1171631.9129999988;fr
St-Barthélemy VD;1040;3;Saint-Barthélemy (VD);5535;VD;2535379.9439999983;1165105.1039999984;fr
Villars-le-Terroir;1040;2;Villars-le-Terroir;5537;VD;2538799.5830000006;1167704.6909999996;fr
Vuarrens;1418;0;Vuarrens;5539;VD;2539535.908;1170974.6739999987;fr
Dommartin;1041;21;Montilliez;5540;VD;2543664.7650000006;1166823.9549999982;fr
Naz;1041;26;Montilliez;5540;VD;2543112.1750000007;1167717.4780000001;fr
Poliez-le-Grand;1041;31;Montilliez;5540;VD;2540668.723000001;1165571.2859999985;fr
Sugnens;1043;0;Montilliez;5540;VD;2541235.0100000016;1167423.8299999982;fr
Goumoens-la-Ville;1376;0;Goumoëns;5541;VD;2536046.840999998;1167771.438000001;fr
Eclagnens;1376;2;Goumoëns;5541;VD;2535145.447999999;1167045.5080000013;fr
Goumoens-le-Jux;1376;3;Goumoëns;5541;VD;2534862.0560000017;1168655.386;fr
Bonvillars;1427;0;Bonvillars;5551;VD;2541550.6039999984;1187935.664999999;fr
Les Rasses;1452;0;Bullet;5552;VD;2531449.829;1186847.818;fr
Bullet;1453;0;Bullet;5552;VD;2532569.3500000015;1186973.8990000002;fr
Champagne;1424;0;Champagne;5553;VD;2540452.3880000003;1186891.568;fr
Concise;1426;0;Concise;5554;VD;2545204.278000001;1189004.1629999988;fr
Corcelles-près-Concise;1426;1;Corcelles-près-Concise;5555;VD;2544234.6050000004;1188701.2989999987;fr
Fiez;1420;0;Fiez;5556;VD;2537812.6609999985;1186454.5650000013;fr
Fontaines-sur-Grandson;1421;0;Fontaines-sur-Grandson;5557;VD;2537495.541000001;1187459.6030000001;fr
Giez;1429;0;Giez;5559;VD;2537243.734000001;1184598.585000001;fr
Grandevent;1421;2;Grandevent;5560;VD;2536511.0309999995;1187817.3139999993;fr
Grandson;1422;0;Grandson;5561;VD;2539316.3489999995;1184438.3990000002;fr
Mauborget;1453;2;Mauborget;5562;VD;2537327.9690000005;1189732.6860000007;fr
Mutrux;1428;2;Mutrux;5563;VD;2545795.348000001;1192690.3729999997;fr
Novalles;1431;2;Novalles;5564;VD;2535697.579;1186708.9580000006;fr
Onnens VD;1425;0;Onnens (VD);5565;VD;2542595.9530000016;1187763.7809999995;fr
Provence;1428;1;Provence;5566;VD;2545709.329;1193456.7149999999;fr
Ste-Croix;1450;0;Sainte-Croix;5568;VD;2528604.037999999;1186215.5700000003;fr
La Sagne (Ste-Croix);1450;2;Sainte-Croix;5568;VD;2528173.3390000015;1185288.3280000016;fr
Le Château-de-Ste-Croix;1450;3;Sainte-Croix;5568;VD;2530972.9580000006;1185630.2930000015;fr
L'Auberson;1454;0;Sainte-Croix;5568;VD;2525547.7859999985;1185671.204;fr
La Vraconnaz;1454;2;Sainte-Croix;5568;VD;2527074.3610000014;1188287.8500000015;fr
Villars-Burquin;1423;0;Tévenon;5571;VD;2537962.6840000004;1188710.9129999988;fr
Fontanezier;1423;2;Tévenon;5571;VD;2540113.7639999986;1189491.664999999;fr
Romairon;1423;3;Tévenon;5571;VD;2539238.6259999983;1189155.2890000008;fr
Vaugondry;1423;4;Tévenon;5571;VD;2538845.9640000015;1188679.3839999996;fr
Belmont-sur-Lausanne;1092;0;Belmont-sur-Lausanne;5581;VD;2541817.390999999;1152372.5529999994;fr
Cheseaux-sur-Lausanne;1033;0;Cheseaux-sur-Lausanne;5582;VD;2536109.3759999983;1159629.870000001;fr
Crissier;1023;0;Crissier;5583;VD;2534060.590999998;1156460.75;fr
Epalinges;1066;0;Epalinges;5584;VD;2541326.120000001;1155249.4090000018;fr
Jouxtens-Mézery;1008;2;Jouxtens-Mézery;5585;VD;2535508.6829999983;1156071.131000001;fr
Lausanne 25;1000;25;Lausanne;5586;VD;2542094.5130000003;1157052.4109999985;fr
Lausanne 26;1000;26;Lausanne;5586;VD;2543067.7490000017;1156403.5009999983;fr
Lausanne 27;1000;27;Lausanne;5586;VD;2541920.75;1154775.75;fr
Lausanne;1003;0;Lausanne;5586;VD;2537956.3654948957;1152398.7080000006;fr
Lausanne;1004;0;Lausanne;5586;VD;2537089.399;1153350.0093872643;fr
Lausanne;1005;0;Lausanne;5586;VD;2538907.34;1152372.7959724274;fr
Lausanne;1006;0;Lausanne;5586;VD;2538483.524;1148574.263484513;fr
Lausanne;1007;0;Lausanne;5586;VD;2536343.8125;1149062.2270760012;fr
Lausanne;1010;0;Lausanne;5586;VD;2540185.344968058;1154170.2624999993;fr
Lausanne;1011;0;Lausanne;5586;VD;2538935.8724999987;1153097.696163603;fr
Lausanne;1012;0;Lausanne;5586;VD;2540021.8805;1153074.6545385446;fr
Lausanne;1018;0;Lausanne;5586;VD;2537864.87985753;1154485.0844999999;fr
Le Mont-sur-Lausanne;1052;0;Le Mont-sur-Lausanne;5587;VD;2538459.7289999984;1156484.1130000018;fr
Paudex;1094;0;Paudex;5588;VD;2541182.647999998;1150804.7809999995;fr
Prilly;1008;0;Prilly;5589;VD;2536258.7639999986;1154014.0379999988;fr
Pully;1009;0;Pully;5590;VD;2540389.653000001;1151171.3099999987;fr
Les Monts-de-Pully;1068;0;Pully;5590;VD;2542059;1153932.75;fr
Renens VD;1020;0;Renens (VD);5591;VD;2534951.2630000003;1154300.6609999985;fr
Romanel-sur-Lausanne;1032;0;Romanel-sur-Lausanne;5592;VD;2536168.8709999993;1157218.9050000012;fr
Chexbres;1071;0;Chexbres;5601;VD;2549232.844999999;1148096.0760000013;fr
Forel (Lavaux);1072;0;Forel (Lavaux);5604;VD;2548699.037999999;1154649.546;fr
La Croix (Lutry);1090;0;Lutry;5606;VD;2543523.3079999983;1151972.4310000017;fr
La Conversion;1093;0;Lutry;5606;VD;2542256.778000001;1151790.046;fr
Lutry;1095;0;Lutry;5606;VD;2542256.649;1150429.7939999998;fr
Puidoux;1070;0;Puidoux;5607;VD;2548369.1680000015;1149394.2419999987;fr
Rivaz;1071;1;Rivaz;5609;VD;2549303.6730000004;1147439.938000001;fr
St-Saphorin (Lavaux);1071;2;Saint-Saphorin (Lavaux);5610;VD;2550651.409000002;1147101.6739999987;fr
Savigny;1073;0;Savigny;5611;VD;2545873.9690000005;1154277.2600000016;fr
Mollie-Margot;1073;2;Savigny;5611;VD;2547221.853;1156402.4030000009;fr
Grandvaux;1091;0;Bourg-en-Lavaux;5613;VD;2544539.6689999998;1149410.7199999988;fr
Aran;1091;1;Bourg-en-Lavaux;5613;VD;2544090.1790000014;1149893.1490000002;fr
Chenaux;1091;3;Bourg-en-Lavaux;5613;VD;2545501.7410000004;1149519.8139999993;fr
Cully;1096;0;Bourg-en-Lavaux;5613;VD;2545544.348000001;1148848.4549999982;fr
Villette (Lavaux);1096;2;Bourg-en-Lavaux;5613;VD;2544101.405000001;1149415.484000001;fr
Riex;1097;0;Bourg-en-Lavaux;5613;VD;2546031.5830000006;1149353.6510000005;fr
Epesses;1098;0;Bourg-en-Lavaux;5613;VD;2546989.4910000004;1149101.6290000007;fr
Aclens;1123;0;Aclens;5621;VD;2528791.2129999995;1157797.857999999;fr
Bremblens;1121;0;Bremblens;5622;VD;2529366.662999999;1155460.1490000002;fr
Buchillon;1164;0;Buchillon;5623;VD;2521858.5040000007;1147045.5960000008;fr
Bussigny;1030;0;Bussigny;5624;VD;2531932.868999999;1156150.454;fr
Chavannes-près-Renens;1022;0;Chavannes-près-Renens;5627;VD;2533850.1130000018;1154203.0100000016;fr
Chigny;1134;2;Chigny;5628;VD;2526211.1750000007;1152540.6999999993;fr
Clarmont;1127;0;Clarmont;5629;VD;2524196.9690000005;1155586.9409999996;fr
Denens;1135;0;Denens;5631;VD;2524657.2309999987;1152439.2800000012;fr
Denges;1026;2;Denges;5632;VD;2530967.1860000007;1152849.1750000007;fr
Echandens;1026;3;Echandens;5633;VD;2531243.6609999985;1153896.0650000013;fr
Echichens;1112;0;Echichens;5634;VD;2527876.978;1153179.6030000001;fr
St-Saphorin-sur-Morges;1113;0;Echichens;5634;VD;2527052.9899999984;1155364.9299999997;fr
Colombier VD;1114;0;Echichens;5634;VD;2526145.8000000007;1156596.3559999987;fr
Monnaz;1125;0;Echichens;5634;VD;2526370.0929999985;1153472.8029999994;fr
Ecublens VD;1024;0;Ecublens (VD);5635;VD;2532739.188000001;1153135.6579999998;fr
Etoy;1163;0;Etoy;5636;VD;2521829.905000001;1148820.8049999997;fr
Lavigny;1175;0;Lavigny;5637;VD;2520628.7289999984;1150437.6840000004;fr
Lonay;1027;0;Lonay;5638;VD;2529583.7699999996;1153210.620000001;fr
Lully VD;1132;0;Lully (VD);5639;VD;2525287.91;1150974.364;fr
Lussy-sur-Morges;1167;0;Lussy-sur-Morges;5640;VD;2524162.1449999996;1150741.7890000008;fr
Morges;1110;0;Morges;5642;VD;2527960.129999999;1151479.3630000018;fr
Préverenges;1028;0;Préverenges;5643;VD;2530038.579999998;1152307.0379999988;fr
Romanel-sur-Morges;1122;0;Romanel-sur-Morges;5645;VD;2528913.6460000016;1156452.2080000006;fr
St-Prex;1162;0;Saint-Prex;5646;VD;2524715.2699999996;1148250.993999999;fr
Lausanne;1015;0;Saint-Sulpice (VD);5648;VD;2534340.766121664;1152132.5629999992;fr
St-Sulpice VD;1025;0;Saint-Sulpice (VD);5648;VD;2532560.004999999;1151237.4079999998;fr
Tolochenaz;1131;0;Tolochenaz;5649;VD;2525949.0029999986;1150968.4189999998;fr
Vaux-sur-Morges;1126;0;Vaux-sur-Morges;5650;VD;2525412.3249999993;1154379.7210000008;fr
Villars-Ste-Croix;1029;0;Villars-Sainte-Croix;5651;VD;2532683.285;1157622.9340000004;fr
Villars-sous-Yens;1168;0;Villars-sous-Yens;5652;VD;2522481.4530000016;1151510.5430000015;fr
Vufflens-le-Château;1134;0;Vufflens-le-Château;5653;VD;2525749.7399999984;1153294.4039999992;fr
Vullierens;1115;0;Vullierens;5654;VD;2526605.7430000007;1158550.3029999994;fr
Yens;1169;0;Yens;5655;VD;2521614.4459999986;1152433.2650000006;fr
Cottens VD;1116;0;Hautemorges;5656;VD;2524552.4499999993;1158398.4239999987;fr
Reverolle;1128;0;Hautemorges;5656;VD;2523378.5560000017;1155060.4789999984;fr
Bussy-Chardonney;1136;0;Hautemorges;5656;VD;2523584.726;1153580.3310000002;fr
Sévery;1141;0;Hautemorges;5656;VD;2523296.3880000003;1158781.824000001;fr
Pampigny;1142;0;Hautemorges;5656;VD;2522606.9910000004;1159429.2809999995;fr
Apples;1143;0;Hautemorges;5656;VD;2522542.403999999;1156163.2300000004;fr
Boulens;1063;3;Boulens;5661;VD;2544943.300999999;1170326.2349999994;fr
Bussy-sur-Moudon;1514;0;Bussy-sur-Moudon;5663;VD;2551995.625;1170806.4180000015;fr
Chavannes-sur-Moudon;1512;0;Chavannes-sur-Moudon;5665;VD;2551757.2140000015;1167514.193;fr
Curtilles;1521;0;Curtilles;5669;VD;2554798.8040000014;1172556.1130000018;fr
Dompierre VD;1682;3;Dompierre (VD);5671;VD;2557475.3830000013;1173174.4990000017;fr
Hermenches;1513;0;Hermenches;5673;VD;2548056.4679999985;1165854.3110000007;fr
Lovatens;1682;2;Lovatens;5674;VD;2556129.9860000014;1171510.7650000006;fr
Lucens;1522;0;Lucens;5675;VD;2554070.6609999985;1173411.4649999999;fr
Oulens-sur-Lucens;1522;9;Lucens;5675;VD;2551781.390999999;1172771.5280000009;fr
Forel-sur-Lucens;1526;0;Lucens;5675;VD;2552939.75;1175491.1889999993;fr
Cremin;1526;2;Lucens;5675;VD;2554427.215;1174945.4290000014;fr
Brenles;1683;0;Lucens;5675;VD;2555277.4409999996;1169047.949000001;fr
Chesalles-sur-Moudon;1683;2;Lucens;5675;VD;2553654.068;1169507.5190000013;fr
Sarzens;1683;3;Lucens;5675;VD;2554973.6460000016;1170286.9589999989;fr
Moudon;1510;0;Moudon;5678;VD;2551060.6180000007;1168747.697999999;fr
Ogens;1045;0;Ogens;5680;VD;2545202.9499999993;1173567.688000001;fr
Prévonloup;1682;0;Prévonloup;5683;VD;2557391.818;1172214.954;fr
Rossenges;1513;2;Rossenges;5684;VD;2549044.550999999;1167159.7630000003;fr
Syens;1510;2;Syens;5688;VD;2549481.469999999;1166301.1400000006;fr
Villars-le-Comte;1515;0;Villars-le-Comte;5690;VD;2551136.9349999987;1173470.0340000018;fr
Vucherens;1509;0;Vucherens;5692;VD;2549089.4360000007;1163691.8339999989;fr
Chapelle-sur-Moudon;1063;0;Montanaire;5693;VD;2546143.670000002;1168984.131000001;fr
Martherenges;1063;2;Montanaire;5693;VD;2547541.4250000007;1167991.9880000018;fr
Peyres-Possens;1063;4;Montanaire;5693;VD;2543997.75;1168273.5489999987;fr
Chanéaz;1409;0;Montanaire;5693;VD;2546806.7580000013;1175620.118999999;fr
Thierrens;1410;0;Montanaire;5693;VD;2547811.574000001;1172652.3460000008;fr
Correvon;1410;2;Montanaire;5693;VD;2546370.8660000004;1174094.1889999993;fr
Denezy;1410;3;Montanaire;5693;VD;2550006.3940000013;1174492.4279999994;fr
St-Cierges;1410;5;Montanaire;5693;VD;2545978.335999999;1171151.171;fr
Neyruz-sur-Moudon;1515;1;Montanaire;5693;VD;2550174.721000001;1172053.6380000003;fr
Arnex-sur-Nyon;1277;1;Arnex-sur-Nyon;5701;VD;2504044.011;1136759.9759999998;fr
Arzier-Le Muids;1273;0;Arzier-Le Muids;5702;VD;2505414.943;1146209.2179999985;fr
Bassins;1269;0;Bassins;5703;VD;2507272.1209999993;1146360.0329999998;fr
Begnins;1268;0;Begnins;5704;VD;2508774.1689999998;1143964.1959999986;fr
Bogis-Bossey;1279;2;Bogis-Bossey;5705;VD;2502065.8949999996;1134401.0249999985;fr
Borex;1277;0;Borex;5706;VD;2502983.2699999996;1137150.2210000008;fr
Chavannes-de-Bogis;1279;0;Chavannes-de-Bogis;5707;VD;2501744.7509999983;1133354.8339999989;fr
Chavannes-des-Bois;1290;2;Chavannes-des-Bois;5708;VD;2499494.5599999987;1130234.5240000002;fr
Chéserex;1275;0;Chéserex;5709;VD;2502826.16;1139602.7380000018;fr
Coinsins;1267;2;Coinsins;5710;VD;2507812.478;1142068.800999999;fr
Commugny;1291;0;Commugny;5711;VD;2503093.3079999983;1130642.3460000008;fr
Coppet;1296;0;Coppet;5712;VD;2504063.699000001;1130149.3680000007;fr
Crans VD;1299;0;Crans (VD);5713;VD;2505155.886;1134581.8740000017;fr
Crassier;1263;0;Crassier;5714;VD;2501912.2639999986;1136676.6389999986;fr
Duillier;1266;0;Duillier;5715;VD;2507299.3390000015;1140448.761;fr
Eysins;1262;0;Eysins;5716;VD;2505068.761;1137185.697999999;fr
Founex;1297;0;Founex;5717;VD;2504065.8310000002;1132044.9180000015;fr
Genolier;1272;0;Genolier;5718;VD;2506181.870000001;1143322.1209999993;fr
Gingins;1276;0;Gingins;5719;VD;2503199.3079999983;1140570.5340000018;fr
Givrins;1271;0;Givrins;5720;VD;2504957.774;1142741.3839999996;fr
Gland;1196;0;Gland;5721;VD;2509797.8559999987;1142047.982999999;fr
Grens;1274;3;Grens;5722;VD;2504124.8729999997;1138939.7789999992;fr
Mies;1295;1;Mies;5723;VD;2502337.6889999993;1129012.5100000016;fr
Nyon;1260;0;Nyon;5724;VD;2507633.335000001;1137313.5830000006;fr
Prangins;1197;0;Prangins;5725;VD;2508568.1829999983;1138823.8339999989;fr
La Rippe;1278;0;La Rippe;5726;VD;2500885.3550000004;1137517.807;fr
St-Cergue;1264;0;Saint-Cergue;5727;VD;2501661.9560000002;1144871.6479999982;fr
La Cure;1265;0;Saint-Cergue;5727;VD;2495288.9809999987;1146728.6889999993;fr
Signy;1274;1;Signy-Avenex;5728;VD;2504889;1138492.063000001;fr
Tannay;1295;2;Tannay;5729;VD;2502752.2639999986;1129385.6889999993;fr
Trélex;1270;0;Trélex;5730;VD;2505070.017999999;1140955.6840000004;fr
Le Vaud;1261;33;Le Vaud;5731;VD;2507535.2410000004;1148041.7989999987;fr
Vich;1267;1;Vich;5732;VD;2508612.0439999998;1142692.5289999992;fr
L'Abergement;1355;0;L'Abergement;5741;VD;2527476.4189999998;1178573.3889999986;fr
Agiez;1352;0;Agiez;5742;VD;2528756.897999998;1174540.8359999992;fr
Arnex-sur-Orbe;1321;0;Arnex-sur-Orbe;5743;VD;2529672.101;1171749.732999999;fr
Ballaigues;1338;0;Ballaigues;5744;VD;2521736.0890000015;1175850.693;fr
Baulmes;1446;0;Baulmes;5745;VD;2529728.6750000007;1182609.3460000008;fr
Bavois;1372;0;Bavois;5746;VD;2533213.153999999;1170831.8759999983;fr
Bofflens;1353;0;Bofflens;5747;VD;2528132.7360000014;1172863.5009999983;fr
Bretonnières;1329;0;Bretonnières;5748;VD;2526332.754999999;1173889.3709999993;fr
Chavornay;1373;0;Chavornay;5749;VD;2533609.0309999995;1172615.4959999993;fr
Corcelles-sur-Chavornay;1374;0;Chavornay;5749;VD;2535868.666000001;1172848.261;fr
Essert-Pittet;1435;0;Chavornay;5749;VD;2534660.1000000015;1175533.1229999997;fr
Les Clées;1356;0;Les Clées;5750;VD;2525408.5500000007;1176058.9129999988;fr
La Russille;1356;2;Les Clées;5750;VD;2526621.6279999986;1176542.2509999983;fr
Croy;1322;0;Croy;5752;VD;2526425.329999998;1171909.0260000005;fr
Juriens;1326;0;Juriens;5754;VD;2524294.1900000013;1171598.7850000001;fr
Lignerolle;1357;0;Lignerolle;5755;VD;2524933.6999999993;1177016.1849999987;fr
Montcherand;1354;0;Montcherand;5756;VD;2529068.9109999985;1176138.800999999;fr
Orbe;1350;0;Orbe;5757;VD;2530767.346000001;1175223.0799999982;fr
La Praz;1148;6;La Praz;5758;VD;2522590.535;1168999.609000001;fr
Premier;1324;0;Premier;5759;VD;2524031.3559999987;1173066.4530000016;fr
Rances;1439;0;Rances;5760;VD;2530657.090999998;1179292.8090000004;fr
Romainmôtier;1323;0;Romainmôtier-Envy;5761;VD;2525255.530000001;1171830.489;fr
Sergey;1355;2;Sergey;5762;VD;2528258.8999999985;1178158.4290000014;fr
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;5763;VD;2529759.6279999986;1178271.9930000007;fr
Vallorbe;1337;0;Vallorbe;5764;VD;2519058.1000000015;1174069.2360000014;fr
Vaulion;1325;0;Vaulion;5765;VD;2519814.4310000017;1171426.6030000001;fr
Vuiteboeuf;1445;0;Vuiteboeuf;5766;VD;2532161.2589999996;1184376.511;fr
Corcelles-le-Jorat;1082;0;Corcelles-le-Jorat;5785;VD;2546591.199000001;1161929.4759999998;fr
Maracon;1613;0;Maracon;5790;VD;2556466.3550000004;1155533.9100000001;fr
Montpreveyres;1081;0;Montpreveyres;5792;VD;2547080.1130000018;1159452.4400000013;fr
Ropraz;1088;0;Ropraz;5798;VD;2547376.9409999996;1162864.6849999987;fr
